code,name,description,type,bill_name,bill_number,bill_year,bill_section,bill_subsection,bill_paragraph,direct_link
115-1-129,Datum právní moci rozhodnutí o prohlášení za mrtvého,Datum právní moci rozhodnutí o prohlášení za mrtvého,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,t,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-t
115-1-130,"Den, který platí za den smrti, popř. den, který nepřežil","Den, který platí za den smrti, popř. den, který nepřežil",Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,t,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-t
115-1-131,"Číslo jednací soudu, který o prohlášení za mrtvého rozhodl","Číslo jednací soudu, který o prohlášení za mrtvého rozhodl",Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,t,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-t
115-1-132,"Označení soudu, který o prohlášení za mrtvého rozhodl","Označení soudu, který o prohlášení za mrtvého rozhodl",Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,t,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-t
115-1-133,Datum právní moci rozhodnutí o zrušení porhlášení za mrtvého,Datum právní moci rozhodnutí o zrušení prohlášení za mrtvého,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,t,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-t
115-1-134,"Číslo jednací soudu, který o zrušení prohlášení za mrtvého rozhodl","Číslo jednací soudu, který o zrušení prohlášení za mrtvého rozhodl",Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,t,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-t
115-1-135,"Označení soudu, který o zrušení prohlášení za mrtvého rozhodl","Označení soudu, který o zrušení prohlášení za mrtvého rozhodl",Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,t,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-t
115-1-136,Poznámky,Poznámky k údajům vedeným v § 3 odst. 3 písmenech a) až u),Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,v,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-v
115-1-137,Agendový identifikátor fyzické osoby pro agendu evidence obyvatel,Agendový identifikátor osoby pro agendu evidence obyvatel,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,u,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-u
115-1-137,Agendový identifikátor fyzické osoby pro agendu evidence obyvatel,Agendový identifikátor osoby pro agendu evidence obyvatel,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,4,i,https://www.zakonyprolidi.cz/cs/2000-133#p3-4-i
116-1-1,Jméno cizince,Jméno cizince,Nereferenční,Zákon o pobytu cizinců na území ČR,326,1999,158,8,a,https://www.zakonyprolidi.cz/cs/1999-326#p158-8-a
116-1-2,Příjmení cizince,Příjmení cizince,Nereferenční,Zákon o pobytu cizinců na území ČR,326,1999,158,8,a,https://www.zakonyprolidi.cz/cs/1999-326#p158-8-a
116-1-3,Rodné příjmení cizince,Rodné příjmení cizince,Nereferenční,Zákon o pobytu cizinců na území ČR,326,1999,158,8,a,https://www.zakonyprolidi.cz/cs/1999-326#p158-8-a
116-1-4,Ostatní jména,Ostatní jména,Nereferenční,Zákon o pobytu cizinců na území ČR,326,1999,158,8,a,https://www.zakonyprolidi.cz/cs/1999-326#p158-8-a
116-1-5,Datum narození cizince,Datum narození cizince,Nereferenční,Zákon o pobytu cizinců na území ČR,326,1999,158,8,b,https://www.zakonyprolidi.cz/cs/1999-326#p158-8-b
116-1-6,"Místo narození (místo,okr.,stát)","Místo narození (místo,okr.,stát)",Nereferenční,Zákon o pobytu cizinců na území ČR,326,1999,158,8,d,https://www.zakonyprolidi.cz/cs/1999-326#p158-8-d
116-1-7,Rodné číslo cizince,Rodné číslo cizince,Nereferenční,Zákon o pobytu cizinců na území ČR,326,1999,158,8,e,https://www.zakonyprolidi.cz/cs/1999-326#p158-8-e
116-1-8,Státní občanství,Státní občanství,Nereferenční,Zákon o pobytu cizinců na území ČR,326,1999,158,8,f,https://www.zakonyprolidi.cz/cs/1999-326#p158-8-f
116-1-9,Pohlaví cizince,Pohlaví cizince,Nereferenční,Zákon o pobytu cizinců na území ČR,326,1999,158,8,c,https://www.zakonyprolidi.cz/cs/1999-326#p158-8-c
116-1-10,Rodinný stav cizince,Rodinný stav cizince,Nereferenční,Zákon o pobytu cizinců na území ČR,326,1999,158,8,l,https://www.zakonyprolidi.cz/cs/1999-326#p158-8-l
116-1-11,Místo uzavření manžel/partner,Místo uzavření manžel/partner,Nereferenční,Zákon o pobytu cizinců na území ČR,326,1999,158,8,"l,m","https://www.zakonyprolidi.cz/cs/1999-326#p158-8-l,m"
116-1-12,Stav osoby - živá/mrtvá,Stav osoby - živá/mrtvá,Nereferenční,Zákon o pobytu cizinců na území ČR,326,1999,158,8,,https://www.zakonyprolidi.cz/cs/1999-326#p158-8-
116-1-13,Stav osoby od - datum úmrtí,Stav osoby od - datum úmrtí,Nereferenční,Zákon o pobytu cizinců na území ČR,326,1999,158,8,s,https://www.zakonyprolidi.cz/cs/1999-326#p158-8-s
116-1-14,"Místo úmrtí (místo,okr.,stát)","Místo úmrtí (místo,okr.,stát)",Nereferenční,Zákon o pobytu cizinců na území ČR,326,1999,158,8,s,https://www.zakonyprolidi.cz/cs/1999-326#p158-8-s
116-1-15,Typ pobytu,Typ pobytu,Nereferenční,Zákon o pobytu cizinců na území ČR,326,1999,158,8,,https://www.zakonyprolidi.cz/cs/1999-326#p158-8-
116-1-16,Adresa pobytu cizince,Adresa pobytu cizince,Nereferenční,Zákon o pobytu cizinců na území ČR,326,1999,158,8,g,https://www.zakonyprolidi.cz/cs/1999-326#p158-8-g
116-1-17,Skutečný pobyt,Skutečný pobyt,Nereferenční,Zákon o pobytu cizinců na území ČR,326,1999,158,8,,https://www.zakonyprolidi.cz/cs/1999-326#p158-8-
116-1-18,Platnost povolení pobytu od do,Platnost povolení pobytu od do,Nereferenční,Zákon o pobytu cizinců na území ČR,326,1999,158,8,h,https://www.zakonyprolidi.cz/cs/1999-326#p158-8-h
116-1-19,Způsobilost cizince,Způsobilost cizince,Nereferenční,Zákon o pobytu cizinců na území ČR,326,1999,158,8,j,https://www.zakonyprolidi.cz/cs/1999-326#p158-8-j
116-1-20,Údaje o otci cizince,Údaje o otci cizince,Nereferenční,Zákon o pobytu cizinců na území ČR,326,1999,158,8,p,https://www.zakonyprolidi.cz/cs/1999-326#p158-8-p
116-1-21,Údaje o matce cizince,Údaje o matce cizince,Nereferenční,Zákon o pobytu cizinců na území ČR,326,1999,158,8,p,https://www.zakonyprolidi.cz/cs/1999-326#p158-8-p
116-1-22,Údaje o zákonném zástupci,Údaje o zákonném zástupci,Nereferenční,Zákon o pobytu cizinců na území ČR,326,1999,158,8,p,https://www.zakonyprolidi.cz/cs/1999-326#p158-8-p
116-1-23,Základní údaje o partnerovi/ce,Základní údaje o partnerovi/ce,Nereferenční,Zákon o pobytu cizinců na území ČR,326,1999,158,8,n,https://www.zakonyprolidi.cz/cs/1999-326#p158-8-n
116-1-24,Základní údaje o dětech,Základní údaje o dětech,Nereferenční,Zákon o pobytu cizinců na území ČR,326,1999,158,8,o,https://www.zakonyprolidi.cz/cs/1999-326#p158-8-o
116-1-25,Státní občanství otce a matky,Státní občanství otce a matky,Nereferenční,Zákon o pobytu cizinců na území ČR,326,1999,158,8,p,https://www.zakonyprolidi.cz/cs/1999-326#p158-8-p
116-1-26,Manžel/partner - občanství,Manžel/partner - občanství,Nereferenční,Zákon o pobytu cizinců na území ČR,326,1999,158,8,n,https://www.zakonyprolidi.cz/cs/1999-326#p158-8-n
116-1-27,Státní občanství dítěte,Státní občanství dítěte,Nereferenční,Zákon o pobytu cizinců na území ČR,326,1999,158,8,o,https://www.zakonyprolidi.cz/cs/1999-326#p158-8-o
116-1-28,Místo narození dítěte,Místo narození dítěte,Nereferenční,Zákon o pobytu cizinců na území ČR,326,1999,158,8,o,https://www.zakonyprolidi.cz/cs/1999-326#p158-8-o
116-1-29,Předchozí jména cizince,Předchozí jména cizince,Nereferenční,Zákon o pobytu cizinců na území ČR,326,1999,158,8,a,https://www.zakonyprolidi.cz/cs/1999-326#p158-8-a
116-1-30,Předchozí místa pobytu,Předchozí místa pobytu,Nereferenční,Zákon o pobytu cizinců na území ČR,326,1999,158,8,,https://www.zakonyprolidi.cz/cs/1999-326#p158-8-
116-1-31,Změna manželství/partnerství,Změna manželství/partnerství,Nereferenční,Zákon o pobytu cizinců na území ČR,326,1999,158,8,l,https://www.zakonyprolidi.cz/cs/1999-326#p158-8-l
116-1-32,Datum a důvod ukončení stavu,Datum a důvod ukončení stavu,Nereferenční,Zákon o pobytu cizinců na území ČR,326,1999,158,8,l,https://www.zakonyprolidi.cz/cs/1999-326#p158-8-l
116-1-33,Změna pohlaví- datum,Změna pohlaví- datum,Nereferenční,Zákon o pobytu cizinců na území ČR,326,1999,158,8,,https://www.zakonyprolidi.cz/cs/1999-326#p158-8-
116-1-34,Předchozí rodná čísla cizince,Předchozí rodná čísla cizince,Nereferenční,Zákon o pobytu cizinců na území ČR,326,1999,158,8,,https://www.zakonyprolidi.cz/cs/1999-326#p158-8-
116-1-35,Údaje o osvojených dětech,Údaje o osvojených dětech,Nereferenční,Zákon o pobytu cizinců na území ČR,326,1999,158,8,,https://www.zakonyprolidi.cz/cs/1999-326#p158-8-
116-1-36,Údaje o osvojení cizince,Údaje o osvojení cizince,Nereferenční,Zákon o pobytu cizinců na území ČR,326,1999,158,8,,https://www.zakonyprolidi.cz/cs/1999-326#p158-8-
116-1-37,Správní nebo soudní vyhoštění,Správní nebo soudní vyhoštění,Nereferenční,Zákon o pobytu cizinců na území ČR,326,1999,158,8,k,https://www.zakonyprolidi.cz/cs/1999-326#p158-8-k
116-1-38,Doručovací adresa cizince,Doručovací adresa cizince,Nereferenční,Zákon o pobytu cizinců na území ČR,326,1999,158,8,,https://www.zakonyprolidi.cz/cs/1999-326#p158-8-
116-1-39,Cizinci dle písmene u),Cizinci dle písmene u),Nereferenční,Zákon o pobytu cizinců na území ČR,326,1999,158,8,u,https://www.zakonyprolidi.cz/cs/1999-326#p158-8-u
116-1-40,Zařazení cizince do Státního int,Zařazení cizince do Státního int,Nereferenční,Zákon o pobytu cizinců na území ČR,326,1999,158,8,,https://www.zakonyprolidi.cz/cs/1999-326#p158-8-
116-1-41,Zápis do seznamu voličů,Zápis do seznamu voličů,Nereferenční,Zákon o pobytu cizinců na území ČR,326,1999,158,8,v,https://www.zakonyprolidi.cz/cs/1999-326#p158-8-v
116-1-42,"Zaměstnání,zařazení,místo výkonu","Zaměstnání,zařazení,místo výkonu",Nereferenční,Zákon o pobytu cizinců na území ČR,326,1999,158,8,x,https://www.zakonyprolidi.cz/cs/1999-326#p158-8-x
116-1-43,Osvojenec - Typ osvojení,Osvojenec - Typ osvojení,Nereferenční,Zákon o pobytu cizinců na území ČR,326,1999,158,8,q,https://www.zakonyprolidi.cz/cs/1999-326#p158-8-q
116-1-44,Osvojenec - Původní rodné číslo,Osvojenec - Původní rodné číslo,Nereferenční,Zákon o pobytu cizinců na území ČR,326,1999,158,8,q,https://www.zakonyprolidi.cz/cs/1999-326#p158-8-q
116-1-45,Osvojenec - Původní jméno,Osvojenec - Původní jméno,Nereferenční,Zákon o pobytu cizinců na území ČR,326,1999,158,8,q,https://www.zakonyprolidi.cz/cs/1999-326#p158-8-q
116-1-46,Osvojenec - Původní rod.příjmení,Osvojenec - Původní rod.příjmení,Nereferenční,Zákon o pobytu cizinců na území ČR,326,1999,158,8,q,https://www.zakonyprolidi.cz/cs/1999-326#p158-8-q
116-1-47,Datum NPM osvojení osvojitelkou,Datum NPM osvojení osvojitelkou,Nereferenční,Zákon o pobytu cizinců na území ČR,326,1999,158,8,q,https://www.zakonyprolidi.cz/cs/1999-326#p158-8-q
116-1-48,Dat.NPM zrušení os.osvojitelkou,Dat.NPM zrušení os.osvojitelkou,Nereferenční,Zákon o pobytu cizinců na území ČR,326,1999,158,8,q,https://www.zakonyprolidi.cz/cs/1999-326#p158-8-q
116-1-49,Datum NPM osvojení osvojitelem,Datum NPM osvojení osvojitelem,Nereferenční,Zákon o pobytu cizinců na území ČR,326,1999,158,8,q,https://www.zakonyprolidi.cz/cs/1999-326#p158-8-q
116-1-50,Dat.NPM zrušení os. osvojitelem,Dat.NPM zrušení os. osvojitelem,Nereferenční,Zákon o pobytu cizinců na území ČR,326,1999,158,8,q,https://www.zakonyprolidi.cz/cs/1999-326#p158-8-q
116-1-51,RČ původního otce,RČ původního otce,Nereferenční,Zákon o pobytu cizinců na území ČR,326,1999,158,8,q,https://www.zakonyprolidi.cz/cs/1999-326#p158-8-q
116-1-52,Datum narození původního otce,Datum narození původního otce,Nereferenční,Zákon o pobytu cizinců na území ČR,326,1999,158,8,q,https://www.zakonyprolidi.cz/cs/1999-326#p158-8-q
116-1-53,Jméno původního otce,Jméno původního otce,Nereferenční,Zákon o pobytu cizinců na území ČR,326,1999,158,8,q,https://www.zakonyprolidi.cz/cs/1999-326#p158-8-q
116-1-54,Příjmení původního otce,Příjmení původního otce,Nereferenční,Zákon o pobytu cizinců na území ČR,326,1999,158,8,q,https://www.zakonyprolidi.cz/cs/1999-326#p158-8-q
116-1-55,Rodné příjmení původního otce,Rodné příjmení původního otce,Nereferenční,Zákon o pobytu cizinců na území ČR,326,1999,158,8,q,https://www.zakonyprolidi.cz/cs/1999-326#p158-8-q
116-1-56,AIFO původního otce,AIFO původního otce,Nereferenční,Zákon o pobytu cizinců na území ČR,326,1999,158,8,,https://www.zakonyprolidi.cz/cs/1999-326#p158-8-
116-1-57,RČ původní matky,RČ původní matky,Nereferenční,Zákon o pobytu cizinců na území ČR,326,1999,158,8,q,https://www.zakonyprolidi.cz/cs/1999-326#p158-8-q
116-1-58,Datum narození původní matky,Datum narození původní matky,Nereferenční,Zákon o pobytu cizinců na území ČR,326,1999,158,8,q,https://www.zakonyprolidi.cz/cs/1999-326#p158-8-q
116-1-59,Jméno původní matky,Jméno původní matky,Nereferenční,Zákon o pobytu cizinců na území ČR,326,1999,158,8,q,https://www.zakonyprolidi.cz/cs/1999-326#p158-8-q
116-1-60,Příjmení původní matky,Příjmení původní matky,Nereferenční,Zákon o pobytu cizinců na území ČR,326,1999,158,8,q,https://www.zakonyprolidi.cz/cs/1999-326#p158-8-q
116-1-61,Rodné příjmení původní matky,Rodné příjmení původní matky,Nereferenční,Zákon o pobytu cizinců na území ČR,326,1999,158,8,q,https://www.zakonyprolidi.cz/cs/1999-326#p158-8-q
116-1-62,AIFO původní matky,AIFO původní matky,Nereferenční,Zákon o pobytu cizinců na území ČR,326,1999,158,8,,https://www.zakonyprolidi.cz/cs/1999-326#p158-8-
116-1-63,Dřívější rodná příjmení,Dřívější rodná příjmení,Nereferenční,Zákon o pobytu cizinců na území ČR,326,1999,158,8,q,https://www.zakonyprolidi.cz/cs/1999-326#p158-8-q
116-1-64,Nezvěstnost,Nezvěstnost,Nereferenční,Zákon o pobytu cizinců na území ČR,326,1999,158,8,r,https://www.zakonyprolidi.cz/cs/1999-326#p158-8-r
116-1-65,Územní zákaz pobytu,Územní zákaz pobytu,Nereferenční,Zákon o pobytu cizinců na území ČR,326,1999,158,8,w,https://www.zakonyprolidi.cz/cs/1999-326#p158-8-w
117-1-1,"Jméno, popř. jména","Jméno, popř. jména",Nereferenční,Zákon o občanských průkazech,328,1999,17,2,a,https://www.zakonyprolidi.cz/cs/1999-328#p17-2-a
117-1-2,Příjmení,Příjmení,Nereferenční,Zákon o občanských průkazech,328,1999,17,2,a,https://www.zakonyprolidi.cz/cs/1999-328#p17-2-a
